protein_id	protein_name	count
LGEMPL_13255	Na(+)-translocating NADH-quinone reductase subunit A	1
LGEMPL_13250	peptidoglycan meso-diaminopimelic acid protein amidase	1
LGEMPL_13245	putative glutamine amidotransferase YafJ	1
LGEMPL_13290	Glycerophosphoryl diester phosphodiesterase	1
LGEMPL_13820	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	1
LGEMPL_13815	Nicotinamidase-related amidase	1
LGEMPL_13810	hypothetical protein	1
LGEMPL_13805	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_13800	maltodextrin glucosidase	1
LGEMPL_13795	proline-specific permease ProY	1
LGEMPL_13790	branched-chain amino acid transporter carrier protein BrnQ	1
LGEMPL_13785	phosphate regulon sensor histidine kinase PhoR	1
LGEMPL_13535	putative fimbrial chaperone EcpB	1
LGEMPL_13775	exonuclease subunit SbcD	1
LGEMPL_13770	exonuclease subunit SbcC	1
LGEMPL_13765	fructokinase	1
LGEMPL_13760	recombination-associated protein RdgC	1
LGEMPL_13755	pyrimidine/purine nucleoside phosphorylase	1
LGEMPL_13750	AroM protein	1
LGEMPL_13745	Protein YaiA	1
LGEMPL_13740	shikimate kinase AroL	1
LGEMPL_13735	DUF2076 domain-containing protein	1
LGEMPL_13780	phosphate response regulator transcription factor PhoB	1
LGEMPL_13920	6,7-dimethyl-8-ribityllumazine synthase	1
LGEMPL_13915	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	1
LGEMPL_13910	transcriptional regulator NrdR	1
LGEMPL_13905	DUF3251 domain-containing protein	1
LGEMPL_13900	Nucleoside-specific channel-forming protein Tsx	1
LGEMPL_13895	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	1
LGEMPL_13890	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	1
LGEMPL_13885	Preprotein translocase subunit SecF	1
LGEMPL_13880	Protein translocase subunit SecD	1
LGEMPL_13825	putative amidohydrolase YtcJ	1
LGEMPL_13870	tRNA guanosine(34) transglycosylase Tgt	1
LGEMPL_13865	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	1
LGEMPL_13860	ACP phosphodiesterase	1
LGEMPL_13855	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	1
LGEMPL_13850	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	1
LGEMPL_13845	Phosphotransferase system, galactitol-specific IIB component	1
LGEMPL_13840	PTS ascorbate transporter subunit IIC	1
LGEMPL_13835	Sugar or nucleoside kinase, ribokinase family	1
LGEMPL_13830	class II fructose-1,6-bisphosphate aldolase	1
LGEMPL_13875	preprotein translocase subunit YajC	1
LGEMPL_13625	homocysteine S-methyltransferase	1
LGEMPL_13620	S-methylmethionine permease	1
LGEMPL_13615	ethanolamine permease	1
LGEMPL_13610	Ethanolamine ammonia-lyase, large subunit	1
LGEMPL_13605	ethanolamine ammonia-lyase subunit EutC	1
LGEMPL_13600	ABC-type branched-chain amino acid transport system, periplasmic component	1
LGEMPL_13595	Branched-chain amino acid ABC-type transport system, permease component	1
LGEMPL_13590	ABC-type branched-chain amino acid transport system, permease component	1
LGEMPL_13730	YaiI/YqxD family protein	1
LGEMPL_13580	ABC transporter ATP-binding protein	1
LGEMPL_13575	DNA polymerase IV	1
LGEMPL_13570	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1
LGEMPL_13565	ABC-type polar amino acid transport system, ATPase component	1
LGEMPL_13560	ABC-type amino acid transport system, permease component	1
LGEMPL_13555	ABC-type amino acid transport system, permease component	1
LGEMPL_13550	Pili assembly chaperone N-terminal domain-containing protein	1
LGEMPL_13545	fimbrial adhesin EcpD	1
LGEMPL_13540	Outer membrane usher protein FimD/PapC	1
LGEMPL_13585	Branched-chain amino acid transport system permease LivM	1
LGEMPL_13725	pyrroline-5-carboxylate reductase	1
LGEMPL_13720	Phosphate starvation-induced protein psiF	1
LGEMPL_13715	alkaline phosphatase	1
LGEMPL_13710	anti-adapter protein IraP	1
LGEMPL_13705	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_13700	Uncharacterized conserved protein, contains Extensin-like_C domain	1
LGEMPL_13695	D-alanine--D-alanine ligase	1
LGEMPL_13690	DUF2754 domain-containing protein	1
LGEMPL_13685	Inner membrane protein	1
LGEMPL_13630	taurine ABC transporter substrate-binding protein	1
LGEMPL_13675	peptide antibiotic transporter SbmA	1
LGEMPL_13670	Nicotinamidase-related amidase	1
LGEMPL_13665	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	1
LGEMPL_13660	porphobilinogen synthase	1
LGEMPL_13655	REP element-mobilizing transposase RayT	1
LGEMPL_13650	Putative hemolysin	1
LGEMPL_13645	taurine dioxygenase	1
LGEMPL_13640	taurine ABC transporter permease TauC	1
LGEMPL_13635	taurine ABC transporter ATP-binding subunit	1
LGEMPL_13680	DUF1615 domain-containing protein	1
LGEMPL_15825	citrate synthase	1
LGEMPL_15820	endonuclease VIII	1
LGEMPL_15815	pyroglutamyl-peptidase I	1
LGEMPL_15810	Uncharacterized membrane protein	1
LGEMPL_15805	Uncharacterized membrane protein	1
LGEMPL_15800	5-oxoprolinase subunit PxpA	1
LGEMPL_15795	5-oxoprolinase subunit PxpC	1
LGEMPL_15790	5-oxoprolinase subunit PxpB	1
LGEMPL_14720	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LGEMPL_15780	Dipeptide permease D	1
LGEMPL_15775	deoxyribodipyrimidine photo-lyase	1
LGEMPL_15770	DUF2517 domain-containing protein	1
LGEMPL_15765	potassium-transporting ATPase subunit KdpA	1
LGEMPL_15760	potassium-transporting ATPase subunit KdpB	1
LGEMPL_15755	potassium-transporting ATPase subunit KdpC	1
LGEMPL_15750	two-component system sensor histidine kinase KdpD	1
LGEMPL_15745	two-component system response regulator KdpE	1
LGEMPL_15740	Arginine:ornithine antiporter	1
LGEMPL_15785	type 2 GTP cyclohydrolase I	1
LGEMPL_15920	cell division protein CpoB	1
LGEMPL_15915	peptidoglycan-associated lipoprotein Pal	1
LGEMPL_15910	Tol-Pal system protein TolB	1
LGEMPL_15905	cell envelope integrity protein TolA	1
LGEMPL_15900	colicin uptake protein TolR	1
LGEMPL_15895	Tol-Pal system protein TolQ	1
LGEMPL_15890	tol-pal system-associated acyl-CoA thioesterase	1
LGEMPL_15885	cyd operon protein YbgE	1
LGEMPL_15830	succinate dehydrogenase cytochrome b556 subunit	1
LGEMPL_15875	cytochrome d ubiquinol oxidase subunit II	1
LGEMPL_15870	cytochrome ubiquinol oxidase subunit I	1
LGEMPL_15865	succinate--CoA ligase subunit alpha	1
LGEMPL_15860	ADP-forming succinate--CoA ligase subunit beta	1
LGEMPL_15855	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	1
LGEMPL_15850	2-oxoglutarate dehydrogenase E1 component	1
LGEMPL_15845	succinate dehydrogenase iron-sulfur subunit SdhB	1
LGEMPL_15840	succinate dehydrogenase flavoprotein subunit	1
LGEMPL_15835	succinate dehydrogenase cytochrome b556 subunit	1
LGEMPL_15880	cytochrome bd-I oxidase subunit CydX	1
LGEMPL_15595	CNNM family magnesium/cobalt transport protein CorC	1
LGEMPL_15590	apolipoprotein N-acyltransferase	1
LGEMPL_15585	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1
LGEMPL_15575	ABC-type amino acid transport system, permease component	1
LGEMPL_15570	glutamate/aspartate ABC transporter permease GltK	1
LGEMPL_15565	ABC-type polar amino acid transport system, ATPase component	1
LGEMPL_15560	Hemolysin activation/secretion protein	1
LGEMPL_15555	Filamentous hemagglutinin	1
LGEMPL_15735	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	1
LGEMPL_15545	leucine--tRNA ligase	1
LGEMPL_15540	LPS assembly lipoprotein LptE	1
LGEMPL_15535	DNA polymerase III subunit delta	1
LGEMPL_15530	nicotinate-nucleotide adenylyltransferase	1
LGEMPL_15525	adenosylcobalamin/alpha-ribazole phosphatase	1
LGEMPL_15520	ribosome silencing factor	1
LGEMPL_15515	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	1
LGEMPL_15510	peptidoglycan DD-transpeptidase MrdA	1
LGEMPL_15505	peptidoglycan glycosyltransferase MrdB	1
LGEMPL_15550	zinc ribbon-containing protein	1
LGEMPL_15730	replication initiation negative regulator SeqA	1
LGEMPL_15725	esterase	1
LGEMPL_15720	LexA regulated protein	1
LGEMPL_15715	flavodoxin FldA	1
LGEMPL_15710	ferric iron uptake transcriptional regulator	1
LGEMPL_15705	hypothetical protein	1
LGEMPL_15700	Putative lipoprotein ChiQ	1
LGEMPL_15695	chitoporin	1
LGEMPL_15690	Methionine synthase	1
LGEMPL_15600	rRNA maturation RNase YbeY	1
LGEMPL_15680	PTS N-acetyl glucosamine transporter subunit IIABC	1
LGEMPL_15675	glucosamine-6-phosphate deaminase	1
LGEMPL_15670	N-acetylglucosamine-6-phosphate deacetylase	1
LGEMPL_15665	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	1
LGEMPL_15660	HAD-IIA family hydrolase	1
LGEMPL_15655	asparagine synthase B	1
LGEMPL_15615	3-demethoxyubiquinol 3-hydroxylase	1
LGEMPL_15610	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	1
LGEMPL_15605	PhoH-like protein	1
LGEMPL_15685	glutamine--tRNA ligase	1
LGEMPL_16245	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	1
LGEMPL_16240	molybdopterin synthase catalytic subunit MoaE	1
LGEMPL_16235	molybdopterin synthase sulfur carrier subunit	1
LGEMPL_16230	cyclic pyranopterin monophosphate synthase MoaC	1
LGEMPL_16225	molybdenum cofactor biosynthesis protein B	1
LGEMPL_16220	GTP 3',8-cyclase MoaA	1
LGEMPL_16215	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	1
LGEMPL_16210	phosphoethanolamine transferase EptA	1
LGEMPL_15960	quinolinate synthase NadA	1
LGEMPL_16200	two-component system sensor histidine kinase PmrB	1
LGEMPL_16195	Histidine kinase	1
LGEMPL_16190	excinuclease ABC subunit UvrB	1
LGEMPL_16185	ABC transporter	1
LGEMPL_16180	dethiobiotin synthase	1
LGEMPL_16175	malonyl-ACP O-methyltransferase BioC	1
LGEMPL_16170	8-amino-7-oxononanoate synthase	1
LGEMPL_16165	biotin synthase BioB	1
LGEMPL_16160	adenosylmethionine--8-amino-7-oxononanoate transaminase	1
LGEMPL_16205	two-component system response regulator PmrA	1
LGEMPL_16345	DUF1471 domain-containing protein	1
LGEMPL_16340	DksA/TraR family C4-type zinc finger protein	1
LGEMPL_16335	DUF1471 domain-containing protein	1
LGEMPL_16330	DNA-binding protein YbiB	1
LGEMPL_16325	ATP-dependent DNA helicase DinG	1
LGEMPL_16320	ATP-dependent RNA helicase RhlE	1
LGEMPL_16315	Transketolase, C-terminal subunit	1
LGEMPL_16310	Transketolase, N-terminal subunit	1
LGEMPL_16305	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LGEMPL_16250	putative membrane flippase AglD2/YbhN, UPF0104 family	1
LGEMPL_16295	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_16290	transcriptional regulator CecR	1
LGEMPL_16285	secretion protein HlyD	1
LGEMPL_16280	LPS export ABC transporter ATP-binding protein	1
LGEMPL_16275	ABC-type multidrug transport system, permease component	1
LGEMPL_16270	ABC-type multidrug transport system, permease component	1
LGEMPL_16265	Inner membrane protein	1
LGEMPL_16260	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	1
LGEMPL_16255	cardiolipin synthase ClsB	1
LGEMPL_16300	Sugar phosphate permease	1
LGEMPL_16050	Two-component-system connector protein AriR	1
LGEMPL_16045	6-phosphogluconolactonase	1
LGEMPL_16040	pyridoxal phosphatase	1
LGEMPL_16035	molybdenum ABC transporter ATP-binding protein ModC	1
LGEMPL_16030	molybdate ABC transporter permease subunit	1
LGEMPL_16025	molybdate ABC transporter substrate-binding protein	1
LGEMPL_16020	Multidrug efflux pump accessory protein AcrZ	1
LGEMPL_16015	molybdenum-dependent transcriptional regulator	1
LGEMPL_16155	kinase inhibitor	1
LGEMPL_16005	UDP-glucose 4-epimerase GalE	1
LGEMPL_16000	galactose-1-phosphate uridylyltransferase	1
LGEMPL_15995	galactokinase	1
LGEMPL_15990	galactose-1-epimerase	1
LGEMPL_15985	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	1
LGEMPL_15980	3-deoxy-7-phosphoheptulonate synthase AroG	1
LGEMPL_15975	Homeobox protein	1
LGEMPL_15970	CDF family zinc transporter ZitB	1
LGEMPL_15965	nicotinamide riboside transporter PnuC	1
LGEMPL_16010	molybdate ABC transporter ATP-binding protein ModF	1
LGEMPL_16150	L-asparagine transporter or related permease	1
LGEMPL_16145	histidine ammonia-lyase	1
LGEMPL_16140	urocanate hydratase	1
LGEMPL_16135	histidine utilization repressor	1
LGEMPL_16130	formimidoylglutamase	1
LGEMPL_16125	imidazolonepropionase	1
LGEMPL_16120	putative acyl-CoA thioester hydrolase	1
LGEMPL_16115	Magnesium-transporting ATPase (P-type)	1
LGEMPL_16110	Nucleotide-binding universal stress protein, UspA family	1
LGEMPL_16055	Two-component-system connector protein YmgA	1
LGEMPL_16100	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	1
LGEMPL_16095	Multidrug efflux pump subunit AcrB	1
LGEMPL_16090	Surface polysaccharide O-acyltransferase WecH	1
LGEMPL_16085	hypothetical protein	1
LGEMPL_16080	Biofilm development protein YmgB/AriR	1
LGEMPL_16075	DNA-binding transcriptional regulator, CsgD family	1
LGEMPL_16070	DNA-binding transcriptional regulator, MerR family	1
LGEMPL_16065	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	1
LGEMPL_16060	regulatory protein YcgZ	1
LGEMPL_16105	hypothetical protein	1
LGEMPL_15005	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1
LGEMPL_15000	Permease of the drug/metabolite transporter (DMT) superfamily	1
LGEMPL_14995	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	1
LGEMPL_14990	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	1
LGEMPL_14985	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	1
LGEMPL_14980	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
LGEMPL_14975	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
LGEMPL_14970	ABC-type transport system, periplasmic component	1
LGEMPL_15500	endolytic peptidoglycan transglycosylase RlpA	1
LGEMPL_14960	DUF2233 domain-containing protein	1
LGEMPL_14955	Multidrug efflux pump subunit AcrB	1
LGEMPL_14950	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	1
LGEMPL_14945	Magnesium-transporting ATPase (P-type)	1
LGEMPL_14940	hypothetical protein	1
LGEMPL_14935	Uncharacterized protein in ramA 3'region	1
LGEMPL_14930	RamA family antibiotic efflux transcriptional regulator	1
LGEMPL_14925	RomA family MBL fold metallo-hydrolase	1
LGEMPL_14920	TetR/AcrR family transcriptional regulator RamR	1
LGEMPL_14965	YbdK family carboxylate-amine ligase	1
LGEMPL_15100	Small-conductance mechanosensitive channel	1
LGEMPL_15095	Ivy family C-type lysozyme inhibitor	1
LGEMPL_15090	choline BCCT transporter BetT	1
LGEMPL_15085	transcriptional regulator BetI	1
LGEMPL_15080	betaine-aldehyde dehydrogenase	1
LGEMPL_15075	choline dehydrogenase	1
LGEMPL_15070	hypothetical protein	1
LGEMPL_15065	ABC-type transport system, periplasmic component	1
LGEMPL_15010	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1
LGEMPL_15055	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
LGEMPL_15050	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	1
LGEMPL_15045	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	1
LGEMPL_15040	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	1
LGEMPL_15035	Sulfoacetaldehyde reductase	1
LGEMPL_15030	ABC-type polar amino acid transport system, ATPase component	1
LGEMPL_15025	ABC-type amino acid transport system, permease component	1
LGEMPL_15020	ABC-type amino acid transport system, permease component	1
LGEMPL_15015	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1
LGEMPL_15060	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
LGEMPL_14810	LuxR family transcriptional regulator	1
LGEMPL_14805	Exc2 family lipoprotein	1
LGEMPL_14800	putative dehydrogenase	1
LGEMPL_14795	Sugar phosphate isomerase/epimerase	1
LGEMPL_14790	Major facilitator superfamily (MFS) profile domain-containing protein	1
LGEMPL_14785	phenylalanine transporter	1
LGEMPL_14780	Outer membrane receptor protein, Fe transport	1
LGEMPL_14775	DNA-binding beta-propeller fold protein YncE	1
LGEMPL_14915	MmcQ/YjbR family DNA-binding protein	1
LGEMPL_14765	Glycine/D-amino acid oxidase (deaminating)	1
LGEMPL_14760	putative enzyme of the cupin superfamily	1
LGEMPL_14755	Serine transporter YbeC, amino acid:H+ symporter family	1
LGEMPL_14750	DUF3156 domain-containing protein	1
LGEMPL_14745	Acetoin utilization deacetylase AcuC or a related deacetylase	1
LGEMPL_14740	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_14735	Monoamine regulon transcriptional regulator	1
LGEMPL_14730	anaerobic sulfatase maturase	1
LGEMPL_14725	Arylsulfatase	1
LGEMPL_14770	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	1
LGEMPL_14910	oxygen-insensitive NAD(P)H nitroreductase	1
LGEMPL_14905	Phosphotransferase system, mannose/fructose-specific component IIA	1
LGEMPL_14900	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	1
LGEMPL_14895	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	1
LGEMPL_14890	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	1
LGEMPL_14885	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	1
LGEMPL_14880	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain	1
LGEMPL_14875	Transcriptional regulatory protein LevR, contains PRD, AAA+ and EIIA domains	1
LGEMPL_14870	DUF2157 domain-containing protein	1
LGEMPL_14815	CFA/I fimbrial chaperone	1
LGEMPL_14860	putative arabinose efflux permease AraJ, MFS family	1
LGEMPL_14855	Small-conductance mechanosensitive channel	1
LGEMPL_14850	LacI family DNA-binding transcriptional regulator	1
LGEMPL_14845	Phosphohydrolase (Mutt/nudix family protein)	1
LGEMPL_14840	RmbA	1
LGEMPL_14835	Common pilus major fimbrillin subunit EcpA	1
LGEMPL_14830	EcpB C-terminal domain-containing protein	1
LGEMPL_14825	CFA/I fimbrial subunit C usher protein	1
LGEMPL_14820	Fimbrial protein	1
LGEMPL_14865	Transcriptional regulator, contains XRE-family HTH domain	1
LGEMPL_15390	Aspartate/methionine/tyrosine aminotransferase	1
LGEMPL_15385	acireductone synthase	1
LGEMPL_15380	Acireductone dioxygenase	1
LGEMPL_15375	Anaerobic selenocysteine-containing dehydrogenase	1
LGEMPL_15370	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
LGEMPL_15365	ABC-type sugar transport system, ATPase component	1
LGEMPL_15360	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	1
LGEMPL_15355	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	1
LGEMPL_15105	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_15345	Phosphoglycerate dehydrogenase or related dehydrogenase	1
LGEMPL_15340	Carbohydrate kinase	1
LGEMPL_15335	methylthioribulose 1-phosphate dehydratase	1
LGEMPL_15330	cytosine permease	1
LGEMPL_15325	DNA-binding transcriptional regulator, PucR/PutR family	1
LGEMPL_15320	Cytosine/adenosine deaminase or related metal-dependent hydrolase	1
LGEMPL_15315	DNA-binding transcriptional regulator, LacI/PurR family	1
LGEMPL_15310	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	1
LGEMPL_15305	Sugar phosphate permease	1
LGEMPL_15350	Sugar or nucleoside kinase, ribokinase family	1
LGEMPL_15495	D-alanyl-D-alanine carboxypeptidase DacA	1
LGEMPL_15490	DUF493 domain-containing protein	1
LGEMPL_15485	lipoyl(octanoyl) transferase LipB	1
LGEMPL_15480	YbeF family transcriptional regulator	1
LGEMPL_15475	lipoyl synthase	1
LGEMPL_15470	twin-arginine translocase subunit TatE	1
LGEMPL_15465	deaminated glutathione amidase	1
LGEMPL_15460	fluoride efflux transporter CrcB	1
LGEMPL_15455	transcription antiterminator/RNA stability regulator CspE	1
LGEMPL_15395	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	1
LGEMPL_15445	anaerobic C4-dicarboxylate transporter DcuC	1
LGEMPL_15440	ribonuclease I	1
LGEMPL_15435	nucleoside diphosphate kinase regulator	1
LGEMPL_15430	universal stress protein UspG	1
LGEMPL_15425	alkyl hydroperoxide reductase subunit F	1
LGEMPL_15420	alkyl hydroperoxide reductase subunit C	1
LGEMPL_15410	thiol:disulfide interchange protein DsbG	1
LGEMPL_15405	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_15400	DUF3440 domain-containing protein	1
LGEMPL_15450	lipid IV(A) palmitoyltransferase PagP	1
LGEMPL_15195	iron-enterobactin transporter permease	1
LGEMPL_15190	iron-enterobactin transporter ATP-binding protein	1
LGEMPL_15185	enterobactin synthase subunit F	1
LGEMPL_15180	MbtH family protein, regulates adenylation domains of NRPSs	1
LGEMPL_15175	enterobactin/ferric enterobactin esterase	1
LGEMPL_15170	siderophore enterobactin receptor FepA	1
LGEMPL_15165	enterochelin synthetase component D	1
LGEMPL_15160	Transketolase, C-terminal subunit	1
LGEMPL_15300	3-phytase	1
LGEMPL_15150	DNA-binding transcriptional regulator LsrR, DeoR family	1
LGEMPL_15145	Glycerol kinase	1
LGEMPL_15140	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
LGEMPL_15135	putative periplasmic lipoprotein	1
LGEMPL_15130	ABC-type sugar transport system, ATPase component	1
LGEMPL_15125	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	1
LGEMPL_15120	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LGEMPL_15115	SDR family oxidoreductase	1
LGEMPL_15110	Glutathione S-transferase	1
LGEMPL_15155	Transketolase	1
LGEMPL_15295	S-methyl-5-thioribose-1-phosphate isomerase	1
LGEMPL_15290	S-methyl-5-thioribose kinase	1
LGEMPL_15285	LVIVD repeat-containing protein	1
LGEMPL_15280	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
LGEMPL_15275	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	1
LGEMPL_15270	ABC-type sugar transport system, ATPase component	1
LGEMPL_15265	oxidoreductase	1
LGEMPL_15260	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
LGEMPL_15255	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system	1
LGEMPL_15200	iron-enterobactin transporter membrane protein	1
LGEMPL_15245	DUF466 domain-containing protein	1
LGEMPL_15240	pyruvate/proton symporter CstA	1
LGEMPL_15235	proofreading thioesterase EntH	1
LGEMPL_15230	2,3-dihydroxybenzoate-2,3-dehydrogenase	1
LGEMPL_15225	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	1
LGEMPL_15220	enterobactin synthase subunit E	1
LGEMPL_15215	isochorismate synthase	1
LGEMPL_15210	iron-enterobactin transporter periplasmic binding protein	1
LGEMPL_15205	enterobactin exporter EntS	1
LGEMPL_15250	Transcriptional regulator, contains XRE-family HTH domain	1
LGEMPL_23685	Branched-chain amino acid ABC-type transport system, permease component	1
LGEMPL_23680	ABC-type branched-chain amino acid transport system, permease component	1
LGEMPL_23675	ABC-type branched-chain amino acid transport system, ATPase component LivG	1
LGEMPL_23670	ABC transporter ATP-binding protein	1
LGEMPL_23665	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_23660	phosphoenolpyruvate carboxykinase (ATP)	1
LGEMPL_23655	L-amino acid N-acyltransferase MnaT	1
LGEMPL_23650	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_13110	methionine ABC transporter substrate-binding lipoprotein MetQ	1
LGEMPL_23640	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA	1
LGEMPL_23635	DNA-binding transcriptional regulator, LysR family	1
LGEMPL_23630	Cold shock protein, CspA family	1
LGEMPL_23625	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	1
LGEMPL_23620	DUF2058 domain-containing protein	1
LGEMPL_23615	hypothetical protein	1
LGEMPL_23610	type VI secretion system baseplate subunit TssK	1
LGEMPL_23605	type VI secretion system protein TssL, short form	1
LGEMPL_23600	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	1
LGEMPL_23645	Citrate-proton symporter	1
LGEMPL_23780	catabolic alanine racemase DadX	1
LGEMPL_23775	potassium/proton antiporter	1
LGEMPL_23770	muramoyltetrapeptide carboxypeptidase	1
LGEMPL_23765	Endo-type membrane-bound lytic murein transglycosylase A	1
LGEMPL_23760	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	1
LGEMPL_23755	Neutral trehalase	1
LGEMPL_23750	Circularly permuted ATP-grasp protein	1
LGEMPL_23745	Uncharacterized conserved protein, Alpha-E superfamily	1
LGEMPL_23690	ABC-type branched-chain amino acid transport system, periplasmic component	1
LGEMPL_23735	putative proteasome-type protease	1
LGEMPL_23730	GIY-YIG nuclease family protein	1
LGEMPL_23725	Fatty acid desaturase	1
LGEMPL_23720	Phosphate ABC transporter substrate-binding protein	1
LGEMPL_23715	transcriptional regulator TdcA	1
LGEMPL_23710	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB	1
LGEMPL_23705	threonine/serine transporter TdcC	1
LGEMPL_23700	propionate kinase	1
LGEMPL_23695	formate C-acetyltransferase	1
LGEMPL_23740	Transglutaminase-like enzyme, putative cysteine protease	1
LGEMPL_23490	C4-dicarboxylic acid transporter DauA	1
LGEMPL_23485	ribose-phosphate diphosphokinase	1
LGEMPL_23480	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1
LGEMPL_23475	lipoprotein insertase outer membrane protein LolB	1
LGEMPL_23470	glutamyl-tRNA reductase	1
LGEMPL_23465	peptide chain release factor 1	1
LGEMPL_23460	peptide chain release factor N(5)-glutamine methyltransferase	1
LGEMPL_23455	invasion regulator SirB2	1
LGEMPL_23595	Transposase	1
LGEMPL_23445	3-deoxy-8-phosphooctulonate synthase	1
LGEMPL_23440	sodium-potassium/proton antiporter ChaA	1
LGEMPL_23435	putative cation transport regulator ChaB	1
LGEMPL_23430	Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation)	1
LGEMPL_23425	DUF1883 domain-containing protein	1
LGEMPL_23420	Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family	1
LGEMPL_23415	ANTAR domain-containing protein	1
LGEMPL_23410	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	1
LGEMPL_23405	nitrate ABC transporter permease	1
LGEMPL_23450	invasion regulator SirB1	1
LGEMPL_23590	DUF2345 domain-containing protein	1
LGEMPL_23585	Pesticin C-terminal domain-containing protein	1
LGEMPL_23580	Sulfatase modifying factor 1-like protein	1
LGEMPL_23575	Formylglycine-generating enzyme family protein	1
