protein_id	protein_name	count
LNNEOK_14770	catalase/peroxidase HPI	1
LNNEOK_14765	methylenetetrahydrofolate reductase	1
LNNEOK_14710	primosomal protein N'	1
LNNEOK_14755	Cytoplasmic protein	1
LNNEOK_14750	Bifunctional metallophosphatase/5'-nucleotidase	1
LNNEOK_14745	Bifunctional metallophosphatase/5'-nucleotidase	1
LNNEOK_14740	Nucleoside-specific channel-forming protein Tsx	1
LNNEOK_14735	bifunctional aspartate kinase/homoserine dehydrogenase II	1
LNNEOK_14730	cystathionine gamma-synthase	1
LNNEOK_14725	met regulon transcriptional regulator MetJ	1
LNNEOK_14720	YiiX family permuted papain-like enzyme	1
LNNEOK_14715	50S ribosomal protein L31	1
LNNEOK_14760	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	1
LNNEOK_23255	multidrug efflux MFS transporter MdtH	1
LNNEOK_23250	biofilm formation regulator BssS	1
LNNEOK_23245	N-methyl-L-tryptophan oxidase	1
LNNEOK_23240	Uncharacterized protein YceO	1
LNNEOK_23235	Cytochrome b561-like protein	1
LNNEOK_23230	YceI family protein	1
LNNEOK_23225	rhodanese-related sulfurtransferase	1
LNNEOK_23220	kdo(2)-lipid IV(A) lauroyltransferase	1
LNNEOK_19115	type VI secretion system baseplate subunit TssE	1
LNNEOK_23210	MysB family protein	1
LNNEOK_23205	YceK/YidQ family lipoprotein	1
LNNEOK_23195	glucans biosynthesis glucosyltransferase MdoH	1
LNNEOK_23190	glucans biosynthesis protein MdoG	1
LNNEOK_23185	glucans biosynthesis protein MdoC	1
LNNEOK_23180	cardiolipin synthase ClsC	1
LNNEOK_23175	O-acetyl-ADP-ribose deacetylase	1
LNNEOK_23170	Type 1 fimbrial protein	1
LNNEOK_23215	multidrug efflux MFS transporter MdtG	1
LNNEOK_23345	flagellar basal body L-ring protein FlgH	1
LNNEOK_23340	flagellar basal-body rod protein FlgG	1
LNNEOK_23335	flagellar basal-body rod protein FlgF	1
LNNEOK_23330	flagellar hook protein FlgE	1
LNNEOK_23325	flagellar hook assembly protein FlgD	1
LNNEOK_23320	flagellar basal body rod protein FlgB	1
LNNEOK_23315	flagellar basal body rod protein FlgB	1
LNNEOK_23310	Flagella basal body P-ring formation protein FlgA	1
LNNEOK_23260	dihydroorotase	1
LNNEOK_23300	flagella biosynthesis chaperone FlgN	1
LNNEOK_23295	murein biosynthesis integral membrane protein MurJ	1
LNNEOK_23290	Putative oxidoreductase YceM	1
LNNEOK_23285	UPF0502 protein YceH	1
LNNEOK_23280	ribosomal protein S5-alanine N-acetyltransferase	1
LNNEOK_23275	multidrug efflux MFS transporter MdtH	1
LNNEOK_23270	glutaredoxin 2	1
LNNEOK_23265	lipoprotein	1
LNNEOK_23305	flagellar biosynthesis anti-sigma factor FlgM	1
LNNEOK_23055	iron uptake transporter permease EfeU	1
LNNEOK_23050	sodium/proline symporter PutP	1
LNNEOK_23045	Secreted protein	1
LNNEOK_23040	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	1
LNNEOK_23035	HTH-type transcriptional regulator RutR	1
LNNEOK_23030	pyrimidine utilization protein A	1
LNNEOK_23025	peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	1
LNNEOK_23020	pyrimidine utilization protein C	1
LNNEOK_23165	curli assembly protein CsgC	1
LNNEOK_23010	malonic semialdehyde reductase	1
LNNEOK_23005	pyrimidine utilization flavin reductase protein F	1
LNNEOK_23000	pyrimidine utilization transport protein G	1
LNNEOK_22995	Uncharacterized protein YmdF	1
LNNEOK_22990	NAD(P)H:quinone oxidoreductase	1
LNNEOK_22985	Uncharacterized protein YccJ	1
LNNEOK_22980	bifunctional glucose-1-phosphatase/inositol phosphatase	1
LNNEOK_22975	curved DNA-binding protein	1
LNNEOK_23015	pyrimidine utilization protein D	1
LNNEOK_23160	curli major subunit CsgA	1
LNNEOK_23155	curli minor subunit CsgB	1
LNNEOK_23145	transcriptional regulator CsgD	1
LNNEOK_23140	curli production assembly/transport protein CsgE	1
LNNEOK_23135	curli production assembly/transport protein CsgF	1
LNNEOK_23130	curli production assembly/transport protein CsgG	1
LNNEOK_23125	Inner membrane protein YcdZ	1
LNNEOK_23120	molecular chaperone YcdY	1
LNNEOK_23060	iron uptake system protein EfeO	1
LNNEOK_23110	glyoxylate/hydroxypyruvate reductase GhrA	1
LNNEOK_23100	putative diguanylate cyclase DgcT	1
LNNEOK_23095	poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA	1
LNNEOK_23090	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB	1
LNNEOK_23085	poly-beta-1,6-N-acetyl-D-glucosamine synthase	1
LNNEOK_23080	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	1
LNNEOK_23070	phosphate starvation-inducible protein PhoH	1
LNNEOK_23065	iron uptake transporter deferrochelatase/peroxidase subunit	1
LNNEOK_23115	zinc-binding phosphatase	1
LNNEOK_23665	Plasmid stabilization system protein ParE	1
LNNEOK_23660	Entry exclusion protein 1	1
LNNEOK_23655	Regulatory protein rop	1
LNNEOK_23650	hypothetical protein	1
LNNEOK_23645	replication-relaxation family protein	1
LNNEOK_23630	hypothetical protein	1
LNNEOK_23610	Repressor	1
LNNEOK_23605	DNA-binding transcriptional regulator DicC	1
LNNEOK_23350	flagellar basal body P-ring protein FlgI	1
LNNEOK_23580	Exonuclease from phage origin	1
LNNEOK_23575	Integrase	1
LNNEOK_23570	spermidine/putrescine ABC transporter permease PotC	1
LNNEOK_23565	spermidine/putrescine ABC transporter substrate-binding protein PotD	1
LNNEOK_23560	DUF3592 domain-containing protein	1
LNNEOK_23555	TPM domain-containing protein	1
LNNEOK_23550	Sir2 family NAD+-dependent deacetylase	1
LNNEOK_23545	N-acetylglucosamine kinase	1
LNNEOK_23590	DUF977 domain-containing protein	1
LNNEOK_23770	Na(+)-translocating NADH-quinone reductase subunit C	1
LNNEOK_23765	High-affinity iron transporter	1
LNNEOK_23760	34 kDa membrane antigen	1
LNNEOK_23755	DUF2318 domain-containing protein	1
LNNEOK_23750	ABC transport permease	1
LNNEOK_23745	ABC transporter permease	1
LNNEOK_23740	ABC transporter ATP-binding protein	1
LNNEOK_23735	Thiol-disulfide oxidoreductase ResA	1
LNNEOK_23670	Plasmid stabilization protein	1
LNNEOK_23725	Glucose-1-phosphatase	1
LNNEOK_23720	Glucose-1-phosphatase	1
LNNEOK_23715	Transposase	1
LNNEOK_23700	MobB	1
LNNEOK_23695	hypothetical protein	1
LNNEOK_23685	Cloacin immunity protein	1
LNNEOK_23680	Cloacin	1
LNNEOK_23675	Exc2 family lipoprotein	1
LNNEOK_23730	Sigma-70, region 4	1
LNNEOK_23440	dTMP kinase	1
LNNEOK_23435	cell division protein YceG	1
LNNEOK_23430	aminodeoxychorismate lyase	1
LNNEOK_23425	beta-ketoacyl-ACP synthase II	1
LNNEOK_23420	PTS glucose transporter subunit IIBC	1
LNNEOK_23415	3-oxoacyl-ACP reductase FabG	1
LNNEOK_23410	ACP S-malonyltransferase	1
LNNEOK_23405	beta-ketoacyl-ACP synthase III	1
LNNEOK_23540	lipoprotein-releasing ABC transporter permease subunit LolE	1
LNNEOK_23395	50S ribosomal protein L32	1
LNNEOK_23390	23S rRNA accumulation protein YceD	1
LNNEOK_23380	7-methyl-GTP pyrophosphatase	1
LNNEOK_23375	23S rRNA pseudouridine(955/2504/2580) synthase RluC	1
LNNEOK_23370	ribonuclease E	1
LNNEOK_23365	flagellar hook-associated protein FlgL	1
LNNEOK_23360	flagellar hook-associated protein FlgK	1
LNNEOK_23355	flagellar assembly peptidoglycan hydrolase FlgJ	1
LNNEOK_23400	phosphate acyltransferase PlsX	1
LNNEOK_23535	lipoprotein-releasing ABC transporter ATP-binding protein LolD	1
LNNEOK_23530	lipoprotein-releasing ABC transporter permease subunit LolC	1
LNNEOK_23525	Inner membrane protein YcfT	1
LNNEOK_23520	transcription-repair coupling factor	1
LNNEOK_23515	L,D-transpeptidase LdtC	1
LNNEOK_23510	multiple stress resistance protein BhsA	1
LNNEOK_23505	TetR family copper-responsive transcriptional repressor ComR	1
LNNEOK_23500	Uncharacterized protein YcfJ	1
LNNEOK_23445	DNA polymerase III subunit delta'	1
LNNEOK_23490	alpha/beta hydrolase YcfP	1
LNNEOK_23485	beta-N-acetylhexosaminidase	1
LNNEOK_23480	thiamine kinase	1
LNNEOK_23475	penicillin-binding protein activator LpoB	1
LNNEOK_23470	Lipoprotein	1
LNNEOK_23465	purine nucleoside phosphoramidase	1
LNNEOK_23460	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE	1
LNNEOK_23455	PTS glucose transporter subunit IIBC	1
LNNEOK_23450	metal-dependent hydrolase	1
LNNEOK_23495	NADH-quinone dehydrogenase	1
LNNEOK_22475	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	1
LNNEOK_22470	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	1
LNNEOK_22465	leucyl/phenylalanyl-tRNA--protein transferase	1
LNNEOK_22460	translation initiation factor IF-1	1
LNNEOK_22450	ATP-dependent Clp protease ATP-binding subunit ClpA	1
LNNEOK_22445	ATP-dependent Clp protease adapter ClpS	1
LNNEOK_22440	Protein YljB	1
LNNEOK_22435	cold shock-like protein CspD	1
LNNEOK_22970	chaperone modulator CbpM	1
LNNEOK_22425	macrolide transporter subunit MacA	1
LNNEOK_22420	Uncharacterized protein YbjX	1
LNNEOK_22415	Uncharacterized protein YbjD	1
LNNEOK_22410	aquaporin Z	1
LNNEOK_22405	L-lysine exporter LysO	1
LNNEOK_22400	hydroxylamine reductase	1
LNNEOK_22395	NADH oxidoreductase	1
LNNEOK_22390	ubiquinone-dependent pyruvate dehydrogenase	1
LNNEOK_22430	macrolide ABC transporter ATP-binding protein/permease MacB	1
LNNEOK_22575	metallopeptidase YcaL	1
LNNEOK_22570	3-phosphoshikimate 1-carboxyvinyltransferase	1
LNNEOK_22565	3-phosphoserine/phosphohydroxythreonine transaminase	1
LNNEOK_22560	UPF0702 transmembrane protein YcaP	1
LNNEOK_22555	30S ribosomal protein S12 methylthiotransferase accessory factor YcaO	1
LNNEOK_22550	formate transporter FocA	1
LNNEOK_22545	formate C-acetyltransferase	1
LNNEOK_22540	pyruvate formate lyase 1-activating protein	1
LNNEOK_22480	thioredoxin-disulfide reductase	1
LNNEOK_22530	isochorismate family cysteine hydrolase YcaC	1
LNNEOK_22525	dimethyl sulfoxide reductase anchor subunit DmsC	1
LNNEOK_22515	dimethylsulfoxide reductase subunit A	1
LNNEOK_22505	serine--tRNA ligase	1
LNNEOK_22500	replication-associated recombination protein RarA	1
LNNEOK_22495	outer membrane lipoprotein chaperone LolA	1
LNNEOK_22490	DNA translocase FtsK	1
LNNEOK_22485	leucine-responsive transcriptional regulator Lrp	1
LNNEOK_22535	MFS transporter	1
LNNEOK_22285	Uncharacterized protein YbjC	1
LNNEOK_22280	glutaredoxin 1	1
LNNEOK_22275	Inner membrane protein YbjM	1
LNNEOK_22270	aspartate:alanine antiporter	1
LNNEOK_22260	DNA-binding transcriptional regulator RcdA	1
LNNEOK_22255	Inner membrane protein YbjJ	1
LNNEOK_22250	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	1
LNNEOK_22245	Uncharacterized protein YbjH	1
LNNEOK_22385	low-specificity L-threonine aldolase	1
LNNEOK_22235	undecaprenyl-diphosphate phosphatase	1
LNNEOK_22230	DNA-binding transcriptional repressor DeoR	1
LNNEOK_22225	serine-type D-Ala-D-Ala carboxypeptidase	1
LNNEOK_22220	glutathione S-transferase GstB	1
LNNEOK_22215	aldose sugar dehydrogenase YliI	1
LNNEOK_22210	biofilm formation regulator BssR	1
LNNEOK_22205	30S ribosomal protein S12 methylthiotransferase RimO	1
LNNEOK_22200	putative diguanylate cyclase DgcI	1
LNNEOK_22240	multidrug efflux MFS transporter MdfA	1
LNNEOK_22380	Putative NAD(P)-binding protein YbjT	1
LNNEOK_22375	Uncharacterized protein YbjS	1
LNNEOK_22370	N-acetylmuramoyl-L-alanine amidase AmiD	1
LNNEOK_22365	UPF0145 protein YbjQ	1
LNNEOK_22360	lipoprotein	1
LNNEOK_22355	arginine ABC transporter ATP-binding protein ArtP	1
LNNEOK_22350	arginine ABC transporter substrate-binding protein ArtI	1
LNNEOK_22345	arginine ABC transporter permease ArtQ	1
LNNEOK_22290	nitroreductase NfsA	1
LNNEOK_22335	ABC transporter substrate-binding protein ArtJ	1
LNNEOK_22330	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	1
LNNEOK_22325	Inner membrane protein YbjO	1
LNNEOK_22320	putrescine ABC transporter permease PotI	1
LNNEOK_22315	putrescine ABC transporter permease PotH	1
LNNEOK_22310	putrescine ABC transporter ATP-binding subunit PotG	1
LNNEOK_22305	spermidine/putrescine ABC transporter substrate-binding protein PotF	1
LNNEOK_22300	Uncharacterized protein YbjN	1
LNNEOK_22295	30S ribosomal protein S6--L-glutamate ligase	1
LNNEOK_22340	arginine ABC transporter permease ArtM	1
LNNEOK_22860	hydrogenase 1 small subunit	1
LNNEOK_22850	FtsH protease modulator YccA	1
LNNEOK_22845	sulfurtransferase TusE	1
LNNEOK_22840	acylphosphatase	1
LNNEOK_22835	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI	1
LNNEOK_22830	heat shock protein HspQ	1
LNNEOK_22825	Uncharacterized protein YccU	1
LNNEOK_22820	DUF2057 domain-containing protein	1
LNNEOK_22580	(d)CMP kinase	1
LNNEOK_22810	DNA helicase IV	1
LNNEOK_22805	YccF domain-containing protein	1
LNNEOK_22800	Inner membrane protein YccS	1
LNNEOK_22795	CRP-S regulon transcriptional coactivator Sxy	1
LNNEOK_22790	SOS-induced cell division inhibitor SulA	1
LNNEOK_22785	outer membrane protein A	1
LNNEOK_22780	macrodomain Ter protein MatP	1
LNNEOK_22775	Putative Lon protease-like protein	1
LNNEOK_22815	methylglyoxal synthase	1
LNNEOK_22950	molecular chaperone TorD	1
LNNEOK_22945	trimethylamine-N-oxide reductase TorA	1
LNNEOK_22940	pentaheme c-type cytochrome TorC	1
LNNEOK_22935	two-component system response regulator TorR	1
LNNEOK_22930	TMAO reductase system periplasmic protein TorT	1
LNNEOK_22925	TMAO reductase system sensor histidine kinase/response regulator TorS	1
LNNEOK_22920	Putative electron transport protein YccM	1
LNNEOK_22915	Protein GnsA	1
LNNEOK_22865	Ni/Fe-hydrogenase large subunit	1
LNNEOK_22905	bifunctional acid phosphatase/4-phytase	1
LNNEOK_22900	cytochrome bd-II oxidase subunit CbdX	1
LNNEOK_22895	cytochrome d ubiquinol oxidase subunit II	1
LNNEOK_22890	cytochrome bd-II oxidase subunit 1	1
LNNEOK_22885	Hydrogenase expression/formation protein	1
LNNEOK_22880	hydrogenase-1 operon protein HyaE	1
LNNEOK_22875	hydrogenase 1 maturation protease	1
LNNEOK_22870	Ni/Fe-hydrogenase b-type cytochrome subunit	1
LNNEOK_22910	cold shock protein CspG	1
LNNEOK_22665	hydroxyacylglutathione hydrolase GloC	1
LNNEOK_22660	Uncharacterized protein YcbK	1
LNNEOK_22655	L,D-transpeptidase	1
LNNEOK_22650	chromosome partition protein MukB	1
LNNEOK_22645	chromosome partition protein MukE	1
LNNEOK_22640	chromosome partition protein MukF	1
LNNEOK_22635	tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM	1
LNNEOK_22630	envelope biogenesis factor ElyC	1
LNNEOK_22770	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	1
LNNEOK_22620	3-deoxy-manno-octulosonate cytidylyltransferase	1
LNNEOK_22615	protein YcaR	1
LNNEOK_22610	Uncharacterized protein YcaQ	1
LNNEOK_22605	tetraacyldisaccharide 4'-kinase	1
LNNEOK_22600	lipid A ABC transporter ATP-binding protein/permease MsbA	1
LNNEOK_22595	ComEC family protein	1
LNNEOK_22590	integration host factor subunit beta	1
LNNEOK_22585	30S ribosomal protein S1	1
LNNEOK_22625	Uncharacterized protein YcbJ	1
LNNEOK_22765	ribosome modulation factor	1
LNNEOK_22760	membrane integrity-associated transporter subunit PqiC	1
LNNEOK_22755	intermembrane transport protein PqiB	1
LNNEOK_22750	membrane integrity-associated transporter subunit PqiA	1
LNNEOK_22745	ABC transporter ATP-binding protein	1
LNNEOK_22740	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	1
LNNEOK_22735	6-N-hydroxylaminopurine resistance protein YcbX	1
LNNEOK_22730	cell division protein ZapC	1
LNNEOK_22670	aspartate transaminase	1
LNNEOK_22720	NADPH-dependent FMN reductase	1
LNNEOK_22715	aliphatic sulfonate ABC transporter substrate-binding protein SsuA	1
LNNEOK_22710	FMNH2-dependent alkanesulfonate monooxygenase	1
LNNEOK_22705	aliphatic sulfonate ABC transporter permease SsuC	1
LNNEOK_22700	aliphatic sulfonates ABC transporter ATP-binding protein	1
LNNEOK_22690	aminopeptidase N	1
LNNEOK_22685	nicotinate phosphoribosyltransferase	1
LNNEOK_22680	asparagine--tRNA ligase	1
LNNEOK_22675	porin OmpF	1
LNNEOK_22725	quinone-dependent dihydroorotate dehydrogenase	1
LNNEOK_25075	potassium/proton antiporter	1
LNNEOK_25070	catabolic alanine racemase DadX	1
LNNEOK_25065	D-amino acid dehydrogenase	1
LNNEOK_25060	SpoVR family protein	1
LNNEOK_25055	fatty acid metabolism transcriptional regulator FadR	1
LNNEOK_25050	Na(+)/H(+) antiporter NhaB	1
LNNEOK_25045	disulfide bond formation protein DsbB	1
LNNEOK_25040	DNA polymerase V catalytic protein	1
LNNEOK_23775	Alkyl hydroperoxide reductase	1
LNNEOK_25025	YcgN family cysteine cluster protein	1
LNNEOK_25020	fumarylacetoacetate hydrolase family protein	1
LNNEOK_25015	Protein YcgL	1
LNNEOK_25010	Inhibitor of g-type lysozyme	1
LNNEOK_25005	Uncharacterized protein YcgJ	1
LNNEOK_25000	septum site-determining protein MinC	1
LNNEOK_24995	septum site-determining protein MinD	1
LNNEOK_24990	cell division topological specificity factor MinE	1
LNNEOK_25035	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	1
LNNEOK_25165	stress-induced protein YchH	1
LNNEOK_25160	aminoacyl-tRNA hydrolase	1
LNNEOK_25155	redox-regulated ATPase YchF	1
LNNEOK_25150	dihydroxyacetone kinase operon transcriptional regulator DhaR	1
LNNEOK_25145	dihydroxyacetone kinase subunit DhaK	1
LNNEOK_25140	dihydroxyacetone kinase subunit DhaL	1
LNNEOK_25135	dihydroxyacetone kinase phosphoryl donor subunit DhaM	1
LNNEOK_25130	alpha,alpha-trehalase	1
LNNEOK_25080	muramoyltetrapeptide carboxypeptidase	1
LNNEOK_25120	ABC-type Fe3+-siderophore transport system, permease component	1
LNNEOK_25115	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	1
LNNEOK_25110	putative methyltransferase, contains TPR repeat	1
LNNEOK_25105	Putative pyrophosphorylase ModD	1
LNNEOK_25100	Outer membrane receptor for ferrienterochelin and colicins	1
LNNEOK_25095	UPF0410 protein YmgE	1
LNNEOK_25090	Flagellar brake protein YcgR	1
LNNEOK_25085	membrane-bound lytic murein transglycosylase EmtA	1
LNNEOK_25125	putative ATP-binding protein of ABC transporter	1
LNNEOK_24880	phage lysis protein EssD	1
LNNEOK_24870	antitermination protein QuuD	1
LNNEOK_24865	Orf33, orf151, orf56, orf96, rus, orf45, orf8, orf127, and nmpC genes	1
LNNEOK_24860	YlcG family protein	1
LNNEOK_24855	crossover junction endodeoxyribonuclease RusA	1
LNNEOK_24850	Putative nuclease YbcO	1
LNNEOK_24845	Prophage NinE-like protein	1
LNNEOK_24840	DNA base-flipping protein YbcN	1
LNNEOK_24985	UPF0757 protein YmgG	1
LNNEOK_24830	Big-1 domain-containing protein	1
LNNEOK_24825	Replication protein P	1
LNNEOK_24820	Origin specific replication initiation factor	1
LNNEOK_24815	Phage replication protein O domain protein	1
LNNEOK_24810	IS3 family transposase	1
LNNEOK_24805	IS110 family ISEc21 transposase	1
LNNEOK_24785	E14 prophage putative integrase	1
LNNEOK_24780	Prophage lambda integrase	1
LNNEOK_24835	Alpha/beta hydrolase fold domain-containing protein	1
LNNEOK_24980	Uncharacterized protein YmgD	1
LNNEOK_24975	Outer membrane autotransporter barrel domain-containing protein	1
LNNEOK_24970	Porin	1
LNNEOK_24965	ATPase	1
LNNEOK_24960	EAL domain-containing protein	1
LNNEOK_24955	Uncharacterized protein YmgC	1
LNNEOK_24950	biofilm/acid-resistance regulator AriR	1
LNNEOK_24945	regulatory protein YcgZ	1
LNNEOK_24885	Phage-related protein, tail protein J	1
LNNEOK_24935	DNA-binding transcriptional repressor BluR	1
LNNEOK_24930	Uncharacterized protein YcgX	1
LNNEOK_24920	iron/manganese ABC transporter substrate-binding protein SitA	1
LNNEOK_24915	iron/manganese ABC transporter ATP-binding protein SitB	1
LNNEOK_24910	iron/manganese ABC transporter permease subunit SitC	1
LNNEOK_24905	iron/manganese ABC transporter permease subunit SitD	1
LNNEOK_24895	Prophage protein	1
LNNEOK_24890	Lambda-like tail fibre protein N-terminal domain-containing protein	1
LNNEOK_24940	blue light-responsive regulator BluF	1
LNNEOK_25465	phage minor tail protein G	1
LNNEOK_25460	phage tail assembly protein T	1
LNNEOK_25455	Tape measure protein	1
LNNEOK_25445	Integrase	1
LNNEOK_25440	outer membrane protein OmpW	1
LNNEOK_25265	hypothetical protein	1
LNNEOK_25430	septation protein A	1
LNNEOK_25425	acyl-CoA thioester hydrolase YciA	1
LNNEOK_25170	C4-dicarboxylic acid transporter DauA	1
LNNEOK_25415	YciI family protein	1
LNNEOK_25410	voltage-gated potassium channel protein	1
LNNEOK_25405	cardiolipin synthase ClsA	1
LNNEOK_25400	cardiolipin synthase	1
LNNEOK_00200	cyclic di-GMP phosphodiesterase	1
LNNEOK_25390	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppD	1
LNNEOK_25385	oligopeptide ABC transporter permease OppC	1
LNNEOK_25380	oligopeptide ABC transporter permease OppB	1
LNNEOK_25420	TonB system transport protein TonB	1
LNNEOK_25585	HNH nuclease domain-containing protein	1
LNNEOK_25565	Anti-adapter protein IraM	1
LNNEOK_25560	Phage protein	1
LNNEOK_25540	Endopeptidase (Lysis protein) from bacteriophage origin	1
LNNEOK_25535	Protein TonB	1
LNNEOK_25530	hypothetical protein	1
LNNEOK_25525	Terminase small subunit (Gp1)	1
LNNEOK_25520	DNA packaging protein of prophage CP-933R terminase large subunit	1
LNNEOK_25470	Uncharacterized conserved protein YjdB, contains Ig-like domain	1
LNNEOK_25510	phage portal protein	1
LNNEOK_25505	Head-tail preconnector protein GP5	1
LNNEOK_25500	Head decoration protein	1
LNNEOK_25495	Major capsid protein	1
LNNEOK_25490	DNA-packaging protein FI	1
LNNEOK_25485	Tail attachment protein	1
LNNEOK_25480	Minor tail protein Z (GpZ)	1
LNNEOK_25475	Minor tail protein U	1
LNNEOK_25515	Head completion protein gp3	1
LNNEOK_25260	nitrate/nitrite two-component system sensor histidine kinase NarX	1
LNNEOK_25255	nitrate/nitrite two-component system sensor histidine kinase NarX	1
LNNEOK_25250	inverse autotransporter invasin YchO	1
LNNEOK_25245	DsrE/F sulfur relay family protein YchN	1
LNNEOK_25240	glutathione-specific gamma-glutamylcyclotransferase	1
LNNEOK_25235	putative cation transport regulator ChaB	1
LNNEOK_25230	sodium-potassium/proton antiporter ChaA	1
LNNEOK_25220	Toxic polypeptide	1
LNNEOK_25375	oligopeptide ABC transporter substrate-binding protein OppA	1
LNNEOK_25210	invasion regulator SirB1	1
LNNEOK_25205	invasion regulator SirB2	1
LNNEOK_25200	peptide chain release factor N(5)-glutamine methyltransferase	1
LNNEOK_25195	peptide chain release factor 1	1
LNNEOK_25190	glutamyl-tRNA reductase	1
LNNEOK_25185	lipoprotein insertase outer membrane protein LolB	1
LNNEOK_25180	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1
LNNEOK_25175	ribose-phosphate diphosphokinase	1
LNNEOK_25215	3-deoxy-8-phosphooctulonate synthase	1
LNNEOK_25370	hypothetical protein	1
LNNEOK_25365	Allantoinase	1
LNNEOK_25360	NAAT family transporter YchE	1
LNNEOK_25355	YchE family NAAT transporter	1
LNNEOK_25350	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	1
LNNEOK_25345	IS4 family transposase	1
LNNEOK_25340	thymidine kinase	1
LNNEOK_25335	histone-like nucleoid-structuring protein H-NS	1
LNNEOK_25270	nitrate transporter NarK	1
LNNEOK_25325	two-component system response regulator RssB	1
LNNEOK_25320	patatin-like phospholipase RssA	1
LNNEOK_25315	YchJ family protein	1
LNNEOK_25310	formyltetrahydrofolate deformylase	1
LNNEOK_25295	IS4 family transposase	1
LNNEOK_25290	respiratory nitrate reductase subunit gamma	1
LNNEOK_25285	nitrate reductase molybdenum cofactor assembly chaperone	1
LNNEOK_25280	nitrate reductase subunit beta	1
LNNEOK_25275	nitrate reductase subunit alpha	1
LNNEOK_25330	UTP--glucose-1-phosphate uridylyltransferase GalU	1
LNNEOK_24130	Inner membrane protein	1
LNNEOK_24125	putative site-specific recombinase	1
LNNEOK_24120	RepFIB replication protein A	1
LNNEOK_24115	Uncharacterized protein YuaT	1
LNNEOK_24110	IS21 transposase Orf1	1
LNNEOK_24105	DNA polymerase type-Y, UV protection protein impB	1
LNNEOK_24080	DNA helicase UvrD	1
LNNEOK_24075	Putative ATP-dependent endonuclease of the OLD family	1
LNNEOK_24775	Endonuclease	1
LNNEOK_24045	pEK499-p136 HEPN domain-containing protein	1
LNNEOK_24040	BASY0021	1
LNNEOK_24035	DUF3800 domain-containing protein	1
LNNEOK_24030	hypothetical protein	1
LNNEOK_24025	type II toxin-antitoxin system antitoxin CcdA	1
LNNEOK_24020	type II toxin-antitoxin system toxin CcdB	1
LNNEOK_24015	Resolvase	1
LNNEOK_24010	replication initiation protein RepE	1
LNNEOK_24060	Pcar	1
LNNEOK_24240	hypothetical protein	1
LNNEOK_24235	Primase C-terminal 1 domain-containing protein	1
LNNEOK_24230	Replicase	1
LNNEOK_24225	Colicin-Ia immunity protein	1
LNNEOK_24220	DUF6404 domain-containing protein	1
LNNEOK_24215	YdeA protein	1
LNNEOK_24210	YdfA protein	1
LNNEOK_24195	group II intron reverse transcriptase/maturase	1
LNNEOK_24135	Transposase	1
LNNEOK_24180	IS66 family insertion sequence element accessory protein TnpB	1
LNNEOK_24175	Family element	1
LNNEOK_24170	IS66 family transposase	1
LNNEOK_24165	IS21 family IS100 transposase	1
LNNEOK_24160	IS21-like element IS100kyp family helper ATPase IstB	1
LNNEOK_24155	IS66 family transposase	1
LNNEOK_24150	DUF4198 domain-containing protein	1
LNNEOK_24145	Heme/hemopexin utilization protein C	1
LNNEOK_24185	Transposase InsE and inactivated derivatives	1
LNNEOK_23895	broad-spectrum mercury transporter MerE	1
LNNEOK_23890	EAL domain-containing protein	1
LNNEOK_23885	Integrase	1
LNNEOK_23875	aminoglycoside O-phosphotransferase APH(6)-Id	1
LNNEOK_23870	aminoglycoside O-phosphotransferase APH(3'')-Ib	1
LNNEOK_23865	sulfonamide-resistant dihydropteroate synthase Sul2	1
LNNEOK_23860	Replication initiator protein C	1
LNNEOK_23855	Regulatory protein RepA	1
LNNEOK_24005	plasmid-partitioning protein SopA	1
LNNEOK_23840	Transposon Tn10 TetD protein	1
LNNEOK_23835	tetracyline resistance-associated transcriptional repressor TetC	1
LNNEOK_23830	tetracycline efflux MFS transporter Tet(B)	1
LNNEOK_23825	tetracycline resistance transcriptional repressor TetR(B)	1
